provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id,,,
Flowers scarlet. Not fragrant Height,,ignore,,,,
flowers white Phenology,,ignore,,,,
Flowers whitish with prominent pinkish-red veins. Assoc. taxa,,ignore,,,,
flowing west. Burned in 2007. Spp,,ignore,,,,
fls closed at 4,,ignore,,,,
fls white. N.v.,,ignore,,,,
flying around,,ignore,,,,
flying freely in the morning hours and flushed out from their resting places with a bee-smoker. The species occurs in alpine grassland interspersed with calcareous rocks. Vertical distribution,,ignore,,,,
flying freely in the morning hours and flushed out from their resting places with a bee-smoker. The species occurs in alpine grassland interspersed with calcareous rocks. Vertical distribution,,ignore,,,,
flying freely in the morning hours and flushed out from their resting places with a bee-smoker. The species occurs in rocky habitat on calcareous soil. Vertical distribution,,ignore,,,,
flying freely in the morning hours and flushed out from their resting places with a bee-smoker. The species occurs in rocky habitat on calcareous soil. Vertical distribution,,ignore,,,,
flying on,,ignore,,,,
followed by a series of records from the Pacific,,ignore,,,,
font,,ignore,,,,
font,,ignore,,,,
foraging on,,ignore,,,,
Forb,,ignore,,,,
Forb field. Associated species,,ignore,,,,
forbs,,ignore,,,,
Forbs,,ignore,,,,
Foredunes,,ignore,,,,
foret mixte,,ignore,,,,
foret mixte,,ignore,,,,
forma,,ignore,,,,
Formicidae,,ignore,,,,
Formicidae,,ignore,,,,
forming a story under dominants,,ignore,,,,
Forming sprawling mats in bog. Vernacular name,,ignore,,,,
Forófito de,,ignore,,,,
found at elevations < 2800 m). Photographs of this collection are in the Gesneriaceae photo file (US). Phenology,,ignore,,,,
found in,,ignore,,,,
found in association with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
found in same bucket,,ignore,,,,
found in same bucket,,ignore,,,,
found in same jar,,ignore,,,,
found in same jar,,ignore,,,,
found on,,ignore,,,,
Found on,,ignore,,,,
Found On,,ignore,,,,
found with host species,,has host,http://purl.obolibrary.org/obo/RO_0002454,,,
Found with host species,,has host,http://purl.obolibrary.org/obo/RO_0002454,,,
Found_on_plant,,ignore,,,,
Fouquieria. Unusual species,,ignore,,,,
Fouquieria. Unusual species,,ignore,,,,
four lobes equal with ventral lobe club-shaped. Fruit a dry capsule on an erect pedicel. Label remarks,,ignore,,,,
Frankenia salina. Note,,ignore,,,,
Fraxinus americana.  Subdominants,,ignore,,,,
Fraxinus americana.  Subdominants,,ignore,,,,
Fraxinus americana. Assoc. spe,,ignore,,,,
Fraxinus americana. Sub-dominants,,ignore,,,,
Fraxinus americana. Subdominants,,ignore,,,,
Fraxinus americana. Subdominants,,ignore,,,,
Fraxinus americanum.  Subdominants,,ignore,,,,
Fraxinus americanum.  Subdominants,,ignore,,,,
Fraxinus nigra.  Subdominants,,ignore,,,,
Fraxinus nigra.  Subdominants,,ignore,,,,
Fraxinus nigra> Subdominant,,ignore,,,,
Fraxinus nigra> Subdominant,,ignore,,,,
Fraxinus pennsylvanica. Subdominants,,ignore,,,,
Fraxinus pennsylvanica. Subdominants,,ignore,,,,
Fraxinus pensylvanica. Other associates include,,ignore,,,,
Fraxinus sp. and Sanicula sp. Species recorded at plot XX147 by AES,,ignore,,,,
Fraxinus. Shrubs,,ignore,,,,
free floating,,ignore,,,,
French Polynesia. International Journal of Limnology 33(4),,ignore,,,,
Frequencia,,ignore,,,,
frequência,,ignore,,,,
Frequent association,,ignore,,,,
Frequent associations,,ignore,,,,
frequent. Associated species,,ignore,,,,
from,,ignore,,,,
From,,ignore,,,,
from full light to shaded areas on the margins of clearings.Florida State University Robert K. Godfrey Herbarium database. URL,,ignore,,,,
from http,,ignore,,,,
from https,,ignore,,,,
from same drawer,,ignore,,,,
from same drawer,,ignore,,,,
from same lot as,,ignore,,,,
from same original lot,,ignore,,,,
from same original lot,,ignore,,,,
from same tray,,ignore,,,,
from same tray,,ignore,,,,
Fruit,,ignore,,,,
Fruit,,ignore,,,,
fruit a pendent orange-red berry Label remarks,,ignore,,,,
fruit dark purple. Label remarks,,ignore,,,,
Fruit on the forest floor File,,ignore,,,,
fruit white Our remarks,,ignore,,,,
fruits green Phenology,,ignore,,,,
Frullania eboracensis,,ignore,,,,
Frustulia magaliesmontana Cholnoky. Sample 02079,,ignore,,,,
fruto castanho. Interesse econômico,,ignore,,,,
fruto consumido,,eats,http://purl.obolibrary.org/obo/RO_0002470,,,
Fruto consumido,,eats,http://purl.obolibrary.org/obo/RO_0002470,,,
fruto gris negrusco. Veg,,ignore,,,,
Fruto visitado,,visits,http://purl.obolibrary.org/obo/RO_0002618,,,
fruto visitado,,visits,http://purl.obolibrary.org/obo/RO_0002618,,,
Fruto visitado,,visits,http://purl.obolibrary.org/obo/RO_0002618,,,
frutos alargados tomates Phenology,,ignore,,,,
frutos inmature Phenology,,ignore,,,,
Frye & Campbell. 2014. Am. J. Bot. 101,,ignore,,,,
Fuente alimento,,ignore,,,,
Full of weedy plants. Associated species,,ignore,,,,
full sun. Associated plants,,ignore,,,,
full sun. Associated Plants,,ignore,,,,
Fungal Parasite  <i>Laboulbenia philonthi</i> Thaxt. Harvard University Herbaria specimens <a href='http,,ignore,,,,
Fungal Parasite <i>Clonophoromyces nipponicus</i> Terada & I.I. Tav Harvard University Herbaria specimen <a href='http,,ignore,,,,
Fungal Parasite <i>Hesperomyces virescens</i> Thaxt.  Harvard University Herbaria Specimen <a href='http,,ignore,,,,
Fungal Parasite <i>Hesperomyces virescens</i> Thaxt. Harvard University Herbaria specimen <a href='http,,ignore,,,,
Fungal Parasite <i>Laboulbenia philonthi</i> Thaxt.  Harvard University Herbaria specimen <a href='http,,ignore,,,,
Fungal Parasite <i>Laboulbenia philonthi<a> Thaxt.  Harvard University Herbaria specimen <a href='http,,ignore,,,,
Fuscospora cliffortioides (syn,,ignore,,,,
Fuscospora fusca (syn,,ignore,,,,
G. (2009) World Marine Mollusca database. Accessed through,,ignore,,,,
G. (2012). Chemistry of the Nudibranch Aldisa andersoni,,ignore,,,,
G. 2007. Nudibranchs of the Cape Peninsula and False Bay. The egg ribbon of the medallion silvertip is diagnostic for the species,,ignore,,,,
G. K. and R. D. James. 1989. Breeding birds of Ontario,,ignore,,,,
G. K. and R. D. James. 1989. Breeding birds of Ontario,,ignore,,,,
G. V. 1981. Seasonal changes in reproductive system of the Lymnaeidae. Zoologicheskii Zhurnal 60(7),,ignore,,,,
G.B. J. Dussart and J. Daquzan. 2001. Biodiversity of aquatic gastropods in the Mont St–Michel basin (France) in relation to salinity and drying of habitats. Biodiversity and Conservation 10(1),,ignore,,,,
Gabrielle. The Collector. New Scientist Jul 26 2003,,ignore,,,,
Gajendra Shrestha PhD research material,,ignore,,,,
Galapagos Islands. Photographed in the early morning. File,,ignore,,,,
Galium triflorum. Species recorded at plot T78 by AES,,ignore,,,,
galleta. Vegetation type,,ignore,,,,
galleta. Vegetation type,,ignore,,,,
Gallus gallus domesticus (domestic chicken,,ignore,,,,
Galway. http,,ignore,,,,
Galway. http,,ignore,,,,
Gammarus mucronatus has a diversified diet,,ignore,,,,
gaps by which large bryozoan colonies expel water from which they have sieved food. Observation suggests that both the entoprocts and the bryozoans benefit from the association,,ignore,,,,
gaps by which large bryozoan colonies expel water from which they have sieved food. Observation suggests that both the entoprocts and the bryozoans benefit from the association,,ignore,,,,
Gar biology and culture,,ignore,,,,
Gardening for Butterflies,,ignore,,,,
Geis 2012). According to Gambetta and Orlandi (1982 b,,ignore,,,,
gelatinous organic matter at the base of small shrubs. Assoc. spp.,,ignore,,,,
gender,,ignore,,,,
genera,,ignore,,,,
Genera,,ignore,,,,
Generally weedy,,ignore,,,,
Genitalia,,ignore,,,,
genotype,,ignore,,,,
Gentianella amarella. Assoc,,ignore,,,,
Gentianella amarella. Assoc,,ignore,,,,
gentle north slope. Associated species,,ignore,,,,
Genus,,ignore,,,,
Geological formation,,ignore,,,,
giant panda 10626,,ignore,,,,
Gladius File,,ignore,,,,
Globba winitii (authority,,ignore,,,,
globose and green. Label remarks,,ignore,,,,
Glycine max (L.) Merr (soybean) BRIP,,ignore,,,,
Gnetaceae,,ignore,,,,
gorges and rocky slopes. Adaptations for this plant include,,ignore,,,,
Graeve M. & Kattner G. (2006). Exceptional long-term starvation ability and sites of lipid storage of the Arctic pteropod Clione limacina. Polar Biology 30(5),,ignore,,,,
graminioids,,ignore,,,,
graminoides,,ignore,,,,
graminoids,,ignore,,,,
Graminoids,,ignore,,,,
Granitic rock above creek. Adjacent to mixed chaparral. Associate,,ignore,,,,
Granitic sand and gravel. Occasional. Associates,,ignore,,,,
Grasess include,,ignore,,,,
Grass,,ignore,,,,
Grass Valley,,ignore,,,,
Grass-shrub mix,,ignore,,,,
grasses,,ignore,,,,
Grasses,,ignore,,,,
Grasses and forbs. Slope,,ignore,,,,
Grasses include,,ignore,,,,
grasses.Associated shrubs,,ignore,,,,
Grassland,,ignore,,,,
Grassland - part native and non-native,,ignore,,,,
grassland at edge of chaparral,,ignore,,,,
Grassland at margins of large vernal flat. Associated species,,ignore,,,,
grassland bordered by chaparral,,ignore,,,,
Grassland community,,ignore,,,,
grassland community,,ignore,,,,
grassland community,,ignore,,,,
Grassland community,,ignore,,,,
Grassland with scattered shrubs,,ignore,,,,
Grassland. Associated species,,ignore,,,,
Grassland. Associated Species,,ignore,,,,
Grassland. Plants,,ignore,,,,
Grassland. Plants,,ignore,,,,
Grassland/chaparral mix. Associated species,,ignore,,,,
Grassland/coastal sage on ridgetop. Associated species,,ignore,,,,
Grassland/coastal sage. Associated species,,ignore,,,,
Grassland/forb field surrounded by coastal sage scrub. Spp,,ignore,,,,
Grassland/shrubland. Assoc. species,,ignore,,,,
Grasssy slope. Associated species,,ignore,,,,
Grassy field. Associated species,,ignore,,,,
Grassy flat. Associated species,,ignore,,,,
Grassy flats shaded by oaks. Associated species,,ignore,,,,
grassy flats. Associated species,,ignore,,,,
Grassy flats. Associated species,,ignore,,,,
grassy gentle north-facing slope. Associated species,,ignore,,,,
Grassy hill top. Associated species,,ignore,,,,
Grassy hillside with scattered shrubs,,ignore,,,,
Grassy hillside. Associated species,,ignore,,,,
Grassy meadow. Associated speciess,,ignore,,,,
Grassy N-facing slope. Associated species,,ignore,,,,
Grassy NE-facing slopes and flats. Associated species,,ignore,,,,
grassy open area. Assoc. spp,,ignore,,,,
grassy open flats. Associated species,,ignore,,,,
Grassy openings between shrubs. Associated species,,ignore,,,,
Grassy potrero. Associated species,,ignore,,,,
Grassy ridgetop. Associated species,,ignore,,,,
Grassy slope with scattered shrubs. Associated species,,ignore,,,,
grassy slope. Associated species,,ignore,,,,
Grassy slope. Associated species,,ignore,,,,
Grassy slope. Associated Species,,ignore,,,,
Grassy south-facing slope. Associated species,,ignore,,,,
Grassy. Associated species,,ignore,,,,
gravelly loam. Associates,,ignore,,,,
gravelly wash. Associates,,ignore,,,,
Graves JD (1995) ‘Parasitic plants.’ (Chapman & Hall,,ignore,,,,
Grayia spinosa and Lepidium fremontii. Annuals,,ignore,,,,
Grayia spinosa and Pleuraphis rigida. Dominant annuals include Eriogonum trichopes and Amsinckia tessellata. Associates,,ignore,,,,
Great basin sage scrub. Assoc. spp,,ignore,,,,
green and silver when juvinile. Label remarks,,ignore,,,,
green with red lobes. Label remarks,,ignore,,,,
Grew among Fragaria and grasses. Dominants,,ignore,,,,
Ground,,ignore,,,,
Ground,,ignore,,,,
Ground cover,,ignore,,,,
Ground layer species,,ignore,,,,
groundcover,,ignore,,,,
groundlayer diverse,,ignore,,,,
group,,ignore,,,,
growing along edge of sandy planted pines. Common name,,ignore,,,,
Growing along foot path under overhanging Bromus diandrus. Open area of coastal sage scrub,,ignore,,,,
Growing among shrubs of mixed chaparral,,ignore,,,,
Growing as a weed. Vernacular name,,ignore,,,,
growing in,,ignore,,,,
Growing in limestone gravels in sparse Joshua Tree Woodland. Associates,,ignore,,,,
Growing in mixed scrub in filtered understory. Associates,,ignore,,,,
Growing in water of emergent wetland with open habitat. Associated plants,,ignore,,,,
Growing in white chalky hills (calcareous). Occasional. Associates,,ignore,,,,
growing nearby,,ignore,,,,
growing on,,ignore,,,,
Growing on edge of dense Poa secunda stand within larger Monolopia lanceolata and Monolopia stricta stands. Other associated herbs,,ignore,,,,
growing on Jewelweed and ? (NOTE,,ignore,,,,
growing on palo verde trees. Associates,,ignore,,,,
Growing on rocky limestone shelves. Common. Associates,,ignore,,,,
Growing on vegetation by pond. Vernacular name,,ignore,,,,
growing on vertical moss-covered rock. Inflorescence erect. Corolla white with red throat. Rare. Label remarks,,ignore,,,,
growing over,,ignore,,,,
Growing under Pinus strobus with,,ignore,,,,
Growing under Thuja occidentalis with,,ignore,,,,
Growing up face of vertical cliff at edge of broad wash. Assoc,,ignore,,,,
growing with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Growing with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
growing with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
growing with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Growing with,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Growing with cherrybark oak. Prairie dominants,,ignore,,,,
Growing with many other rare species,,ignore,,,,
Growing with many rare species,,ignore,,,,
growing with other byrophytes,,ignore,,,,
growingWith,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
grown from AGGS seed fund. Wild origin,,ignore,,,,
Guianas,,ignore,,,,
Guianas,,ignore,,,,
Gustafson K. R. & Boyd M. R. (1999). A new staurosporine analog from the prosobranch mollusk Coriocella nigra. Natural Product Letters 14,,ignore,,,,
Gutierrezia sarothrae,,ignore,,,,
Gymnocarpium dryopteris sub-association (Kielland-Lund). Dominant understory vasculars,,ignore,,,,
Gymnocarpium dryopteris sub-association (Kielland-Lund). Dominant understory vasculars,,ignore,,,,
Gynochthodes officinalis (basionym,,ignore,,,,
H,,ignore,,,,
H. (2007). Plant Diversity in the Klamath Mountains. Fremontia. 35(3),,ignore,,,,
H. 2018. Varanus glebopalma. The IUCN Red List of Threatened Species 2018,,ignore,,,,
H. Anda and D. Pritchett 3/26/86,,ignore,,,,
H. Dieter. Bird nests as roost sites for Kerivoula bats in southern Africa. African Journal of Ecology 46.4 (2008),,ignore,,,,
H.-C. Woo and S.-J. Hong. Tegumental ultrastructures of Echinoparyphium recurvatum according to developmental stages. Korean Journal of Parasitology 40(2),,ignore,,,,
H.-H. Kong and C.-Y. Joo. 1998. Radix auricularia coreana,,ignore,,,,
Habita en,,ignore,,,,
habitat,,ignore,,,,
Habitat,,ignore,,,,
habitat & ass. species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
habitat & asso. species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
habitat & assoc sp,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
habitat & assoc. species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
habitat & assoc. spp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
habitat an assoc. spp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
habitat and assoc sp,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
habitat and assoc spp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
habitat and assoc. sp,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
